text,union_name,desig_num,f_num,reason_missing_fnum,source
IAM - S 9 DL 4,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - S-43,MACHINISTS AFL-CIO,43,519298,,union_name_labels
IAM - S-7,MACHINISTS AFL-CIO,7,519083,,union_name_labels
IAM - S/6 DISTRICT 4,MACHINISTS AFL-CIO,6,542838,,union_name_labels
IAM - S15 DISTRICT 4,MACHINISTS AFL-CIO,15,519215,,union_name_labels
IAM - S25 DISTRICT 4,MACHINISTS AFL-CIO,4,,,union_name_labels
IAM - S46 DIST 4,MACHINISTS AFL-CIO,46,33851,,union_name_labels
IAM - S6 DISTRICT 4,MACHINISTS AFL-CIO,4,,,union_name_labels
IAM - S89 DISTRICT 4,MACHINISTS AFL-CIO,89,519218,,union_name_labels
IAM - S9 DISTRICT 4,MACHINISTS AFL-CIO,4,,,union_name_labels
IAM - VENANGO TOOL&DYE MAKERS,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W-157 DL 1,MACHINISTS AFL-CIO,157,531739,,union_name_labels
IAM - W-197,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W-2,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W-3,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W-364,MACHINISTS AFL-CIO,364,531744,,union_name_labels
IAM - W-384,MACHINISTS AFL-CIO,384,531799,,union_name_labels
IAM - W-469,MACHINISTS AFL-CIO,469,537303,,union_name_labels
IAM - W-50,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W1 W130,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W110 W3,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W12 DL 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W130 W246,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W130 W246 DL 1,MACHINISTS AFL-CIO,246,531741,,union_name_labels
IAM - W150 DISTRICT W-3,MACHINISTS AFL-CIO,3,531731,,union_name_labels
IAM - W166 W3,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W176 DL W-2,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W176 W2,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W2 DIST 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W2 W130 W157 W536,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W246 DL 1,MACHINISTS AFL-CIO,246,531741,,union_name_labels
IAM - W246 W261,MACHINISTS AFL-CIO,246,531741,,union_name_labels
IAM - W261 DL 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W268 DL W3,MACHINISTS AFL-CIO,268,531793,,union_name_labels
IAM - W283 DL W3,MACHINISTS AFL-CIO,283,531792,,union_name_labels
IAM - W298 DISTRICT W2,MACHINISTS AFL-CIO,298,531847,,union_name_labels
IAM - W355 DISTRICT W2,MACHINISTS AFL-CIO,355,540197,,union_name_labels
IAM - W356 DISTRICT W2,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W356 W2,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W38 W157,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W536 DL 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W98 DL 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - W98 DL1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - WOODWORKERS DISTRICT 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM - WW 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM -1239 District 8,MACHINISTS AFL-CIO,1239,48930,,union_name_labels
IAM A/W-W246,MACHINISTS AFL-CIO,246,531741,,union_name_labels
IAM AW. - 9/13,MACHINISTS AFL-CIO,,,,union_name_labels
IAM DIST. - 70,MACHINISTS AFL-CIO,,,,union_name_labels
IAM District 10  66,MACHINISTS AFL-CIO,10,9340,,union_name_labels
IAM District 10 District 10/LL DS140,MACHINISTS AFL-CIO,140,517672,,union_name_labels
IAM District 26  147,MACHINISTS AFL-CIO,147,11875,,union_name_labels
IAM District 26  782,MACHINISTS AFL-CIO,782,4161,,union_name_labels
IAM District 75-20,MACHINISTS AFL-CIO,75,57992,,union_name_labels
IAM District 776-LL2771,MACHINISTS AFL-CIO,2771,530234,,union_name_labels
IAM District 8 1000,MACHINISTS AFL-CIO,1000,15195,,union_name_labels
IAM District 8 124,MACHINISTS AFL-CIO,124,34937,,union_name_labels
IAM District 8 742,MACHINISTS AFL-CIO,742,41205,,union_name_labels
IAM District Lodge 26 1871,MACHINISTS AFL-CIO,1871,8209,,union_name_labels
IAM District Lodge W24-W98,MACHINISTS AFL-CIO,,543352,,union_name_labels
IAM District No. 10-10,MACHINISTS AFL-CIO,10,9340,,union_name_labels
IAM Lodge 34-162,MACHINISTS AFL-CIO,162,21022,,union_name_labels
IAM Representatives Association,MACHINISTS AFL-CIO,,,,union_name_labels
IAM SC310,MACHINISTS AFL-CIO,310,545599,,union_name_labels
IAM Union 2725,MACHINISTS AFL-CIO,2725,515879,,union_name_labels
IAM Woodworkers-W98,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW 36/50/898/2341/2771/2902,MACHINISTS AFL-CIO,36,13619,,union_name_labels
IAM&AW DISTRICT 1888 65,MACHINISTS AFL-CIO,1888,546413,,union_name_labels
IAM&AW Dist Lodge 90-1595,MACHINISTS AFL-CIO,1595,37732,,union_name_labels
IAM&AW District #54 1581,MACHINISTS AFL-CIO,1581,10162,,union_name_labels
IAM&AW District Lodge 34 162,MACHINISTS AFL-CIO,162,21022,,union_name_labels
IAM&AW District Lodge 54-1297,MACHINISTS AFL-CIO,1297,27694,,union_name_labels
"IAM&AW, AFL-CIO Dist Lodge 776",MACHINISTS AFL-CIO,76,,,union_name_labels
IAM&AW-15,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW-1546 D 190,MACHINISTS AFL-CIO,1546,32741,,union_name_labels
IAM&AW-161,MACHINISTS AFL-CIO,,,,union_name_labels
"IAM&AW-2228, 2230, 2786, 610",MACHINISTS AFL-CIO,2228,63454,,union_name_labels
IAM&AW-665,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW-695 D 160,MACHINISTS AFL-CIO,695,45650,,union_name_labels
IAM&AW-720-E D 725,MACHINISTS AFL-CIO,725,530879,,union_name_labels
IAM&AW-75,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW-782 D 26,MACHINISTS AFL-CIO,782,4161,,union_name_labels
IAM&AW-90,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW-D 190 L 1546 Painters 1176,MACHINISTS AFL-CIO,190,71127,,union_name_labels
IAM&AW-DL 190 LL 1101,MACHINISTS AFL-CIO,1101,29596,,union_name_labels
IAM&AW-DL 24,MACHINISTS AFL-CIO,,,,union_name_labels
IAM&AW-DL 24 LL 1432,MACHINISTS AFL-CIO,1432,46165,,union_name_labels
IAM&AW-DL 24 LL 63/1005,MACHINISTS AFL-CIO,63,39140,,union_name_labels
IAM&AW-W401,MACHINISTS AFL-CIO,,,,union_name_labels
"IAM, District No. 10-510",MACHINISTS AFL-CIO,510,26713,,union_name_labels
IAM-10-2053,MACHINISTS AFL-CIO,2053,9051,,union_name_labels
IAM-10-2054,MACHINISTS AFL-CIO,2054,44679,,union_name_labels
IAM-1000 D 111,MACHINISTS AFL-CIO,111,43041,,union_name_labels
IAM-1137 & 1249,MACHINISTS AFL-CIO,1137,16962,,union_name_labels
IAM-1445 D-142,MACHINISTS AFL-CIO,1445,47719,,union_name_labels
IAM-1562 Dist 15,MACHINISTS AFL-CIO,1562,38786,,union_name_labels
IAM-1607 Dist 65,MACHINISTS AFL-CIO,1607,22164,,union_name_labels
IAM-2125 District 8,MACHINISTS AFL-CIO,2125,28660,,union_name_labels
IAM-2920 DL 65,MACHINISTS AFL-CIO,65,37622,,union_name_labels
IAM-345 Dist 15,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-41 & 81,MACHINISTS AFL-CIO,41,7323,,union_name_labels
IAM-434 Dist 15,MACHINISTS AFL-CIO,434,47506,,union_name_labels
IAM-CE 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-DL 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-DL 26,MACHINISTS AFL-CIO,26,542651,,union_name_labels
IAM-DL 947,MACHINISTS AFL-CIO,947,542150,,union_name_labels
IAM-DL4,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-District 19,MACHINISTS AFL-CIO,19,1775,,union_name_labels
IAM-L.L.1126,MACHINISTS AFL-CIO,126,,,union_name_labels
IAM-Lodge 131 and 2699,MACHINISTS AFL-CIO,131,513412,,union_name_labels
IAM-S/25,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-S6  DL 4,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-W-1,MACHINISTS AFL-CIO,,,,union_name_labels
IAM-W-24,MACHINISTS AFL-CIO,,544432,,union_name_labels
IAM-district 4,MACHINISTS AFL-CIO,4,,,union_name_labels
IAM-lodge 70,MACHINISTS AFL-CIO,,,,union_name_labels
IAM/AFSCME - DIST 10/366,MACHINISTS AFL-CIO,366,531849,,union_name_labels
IAM/CJA/SM - 1039/831/263,MACHINISTS AFL-CIO,831,42277,,union_name_labels
IAM/IBEW - DIST 8/134,MACHINISTS AFL-CIO,134,25325,,union_name_labels
IAM/OPEIU - 2518/465,MACHINISTS AFL-CIO,2518,70576,,union_name_labels
IAMAW  W33,MACHINISTS AFL-CIO,33,531734,,union_name_labels
"IAMAW - District 776 776 - A, B & C",MACHINISTS AFL-CIO,76,,,union_name_labels
IAMAW -1445 DL 142,MACHINISTS AFL-CIO,1445,47719,,union_name_labels
IAMAW -DL W. 24 LL 1005,MACHINISTS AFL-CIO,1005,38035,,union_name_labels
IAMAW 161 & 641,MACHINISTS AFL-CIO,641,28556,,union_name_labels
IAMAW 449/778/2515/2531,MACHINISTS AFL-CIO,449,542655,,union_name_labels
IAMAW AFL-CIO CLC-Lodge 475,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW AFL-CIO District  Lodge 725-Lodge 821,MACHINISTS AFL-CIO,821,23986,,union_name_labels
IAMAW AFL-CIO District 90 -2069 Miami Lodge,MACHINISTS AFL-CIO,2069,34352,,union_name_labels
IAMAW AFL-CIO District Lodge 5 Local W33,MACHINISTS AFL-CIO,5,531734,,union_name_labels
IAMAW AFL-CIO District Lodge 54-1581,MACHINISTS AFL-CIO,1581,10162,,union_name_labels
IAMAW AFL-CIO District Lodge W24-Lodge W130,MACHINISTS AFL-CIO,130,531708,,union_name_labels
IAMAW AFL-CIO District Lodge W24-Lodge W536,MACHINISTS AFL-CIO,536,531735,,union_name_labels
IAMAW AFL-CIO Local 77,MACHINISTS AFL-CIO,77,531830,,union_name_labels
IAMAW AFL-CIO Local Lodge 701,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW AFL-CIO-4,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW AFL-CIO-Lodge 9,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW AFL-CIO-Lodge W24,MACHINISTS AFL-CIO,,543352,,union_name_labels
IAMAW AFL-CIO-Lodge W3,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW D.L. 166-1126,MACHINISTS AFL-CIO,126,,,union_name_labels
IAMAW DISTRICT LODGE 112 1003,MACHINISTS AFL-CIO,1003,29732,,union_name_labels
IAMAW DL 171 463,MACHINISTS AFL-CIO,463,541262,,union_name_labels
IAMAW Dist Lodge 90-1270,MACHINISTS AFL-CIO,1270,542281,,union_name_labels
IAMAW Distictrict Lodge 4 S25,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW Distirct 711-1538,MACHINISTS AFL-CIO,1538,58598,,union_name_labels
IAMAW District 110-2296,MACHINISTS AFL-CIO,2296,501110,,union_name_labels
IAMAW District 15 Local 2189,MACHINISTS AFL-CIO,89,,,union_name_labels
IAMAW District 165-623,MACHINISTS AFL-CIO,623,20451,,union_name_labels
IAMAW District 190-1546/1176,MACHINISTS AFL-CIO,190,71127,,union_name_labels
IAMAW District 24 261,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW District 24 536,MACHINISTS AFL-CIO,36,,,union_name_labels
IAMAW District 26 LL# 147,MACHINISTS AFL-CIO,147,11875,,union_name_labels
IAMAW District 60 w-260,MACHINISTS AFL-CIO,60,14246,,union_name_labels
IAMAW District 65 Local 1180,MACHINISTS AFL-CIO,1180,11245,,union_name_labels
IAMAW District 65 Local 1379,MACHINISTS AFL-CIO,1379,48440,,union_name_labels
IAMAW District 711-2325,MACHINISTS AFL-CIO,2325,519697,,union_name_labels
IAMAW District 75 2003,MACHINISTS AFL-CIO,2003,22936,,union_name_labels
IAMAW District 75 50,MACHINISTS AFL-CIO,75,57992,,union_name_labels
IAMAW District 8 Local 1239,MACHINISTS AFL-CIO,1239,48930,,union_name_labels
IAMAW District 9 Local 41 & 1345,MACHINISTS AFL-CIO,41,7323,,union_name_labels
IAMAW District Lodge 190 1546/1176,MACHINISTS AFL-CIO,190,32741,,union_name_labels
IAMAW District Lodge 190 1546/2182,MACHINISTS AFL-CIO,190,32741,,union_name_labels
IAMAW District Lodge 190 1546/853,MACHINISTS AFL-CIO,190,32741,,union_name_labels
IAMAW District Lodge 26 1249 & 1433,MACHINISTS AFL-CIO,1249,25638,,union_name_labels
IAMAW District Lodge 26 700 & 1746,MACHINISTS AFL-CIO,26,17075,,union_name_labels
IAMAW District Lodge 4-2287,MACHINISTS AFL-CIO,2287,64633,,union_name_labels
IAMAW District Lodge 4-S25,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW District Lodge 60 475,MACHINISTS AFL-CIO,60,22009,,union_name_labels
IAMAW District Lodge 725 25,MACHINISTS AFL-CIO,725,519216,,union_name_labels
IAMAW District Lodge 75-2003,MACHINISTS AFL-CIO,2003,22936,,union_name_labels
IAMAW District Lodge 8 2293,MACHINISTS AFL-CIO,2293,64969,,union_name_labels
IAMAW District Lodge 8 49,MACHINISTS AFL-CIO,49,25846,,union_name_labels
IAMAW District Lodge 90-1541,MACHINISTS AFL-CIO,1541,1217,,union_name_labels
IAMAW District Lodge 90-2410,MACHINISTS AFL-CIO,2410,67443,,union_name_labels
IAMAW District Lodge 90-70,MACHINISTS AFL-CIO,90,17404,,union_name_labels
IAMAW District Lodge 98 Local 1986,MACHINISTS AFL-CIO,986,37882,,union_name_labels
IAMAW District Lodge W24 AFL-CIO-Lodge W261,MACHINISTS AFL-CIO,261,531742,,union_name_labels
IAMAW District Lodge W24 N/A,MACHINISTS AFL-CIO,,544432,,union_name_labels
IAMAW District Lodge W24-W536,MACHINISTS AFL-CIO,536,531735,,union_name_labels
IAMAW District Lodge W3-W33,MACHINISTS AFL-CIO,33,531734,,union_name_labels
IAMAW District No. 10 655,MACHINISTS AFL-CIO,655,17091,,union_name_labels
IAMAW District No. 9 Local 41 & 660,MACHINISTS AFL-CIO,41,7323,,union_name_labels
IAMAW District W2021 w443,MACHINISTS AFL-CIO,443,531834,,union_name_labels
IAMAW District-750,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW District-8,MACHINISTS AFL-CIO,8,37215,,union_name_labels
IAMAW District-9,MACHINISTS AFL-CIO,9,38242,,union_name_labels
IAMAW LL1362 District W2021,MACHINISTS AFL-CIO,1362,19062,,union_name_labels
IAMAW Local 100 District 15,MACHINISTS AFL-CIO,15,,,union_name_labels
IAMAW Local 2920 DIistrict 65,MACHINISTS AFL-CIO,65,20447,,union_name_labels
IAMAW Local DL 190 LL 653,MACHINISTS AFL-CIO,653,26386,,union_name_labels
IAMAW Local I-60,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW Local SC711,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW Local W12,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW Lodge SC711,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW Machinists -SC 711,MACHINISTS AFL-CIO,711,13249,,union_name_labels
IAMAW Sacramento-Sierra Building & Costruction Trades Council Local N/A,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW W24,MACHINISTS AFL-CIO,,544432,,union_name_labels
IAMAW Woodworkers District Lodge W3-W33,MACHINISTS AFL-CIO,33,531734,,union_name_labels
IAMAW local 1165-8,MACHINISTS AFL-CIO,1165,8423,,union_name_labels
"IAMAW, Machinists Union-65",MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-1000 District 8,MACHINISTS AFL-CIO,1000,15195,,union_name_labels
IAMAW-1101-1173-1546,MACHINISTS AFL-CIO,1101,29596,,union_name_labels
IAMAW-1125 DL 725,MACHINISTS AFL-CIO,1125,60455,,union_name_labels
IAMAW-130-289-297,MACHINISTS AFL-CIO,289,19877,,union_name_labels
IAMAW-1379 District 65,MACHINISTS AFL-CIO,1379,48440,,union_name_labels
IAMAW-1509 District 65,MACHINISTS AFL-CIO,1509,32091,,union_name_labels
IAMAW-1546 DL 190,MACHINISTS AFL-CIO,1546,32741,,union_name_labels
IAMAW-1746 & 700,MACHINISTS AFL-CIO,700,36613,,union_name_labels
IAMAW-1W,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-2228-2230-278,MACHINISTS AFL-CIO,2228,63454,,union_name_labels
IAMAW-24-C21,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-2401 DL 65,MACHINISTS AFL-CIO,2401,67237,,union_name_labels
IAMAW-2569 DL 90,MACHINISTS AFL-CIO,2569,508862,,union_name_labels
IAMAW-289-1484-1546,MACHINISTS AFL-CIO,1484,23349,,union_name_labels
IAMAW-4S87,MACHINISTS AFL-CIO,87,519236,,union_name_labels
IAMAW-62 District 26,MACHINISTS AFL-CIO,26,542651,,union_name_labels
IAMAW-710 DL 90,MACHINISTS AFL-CIO,710,35193,,union_name_labels
IAMAW-720G,MACHINISTS AFL-CIO,720,517233,,union_name_labels
IAMAW-AFL-CIO D 1,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-CE1,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-CE2,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-Council 10 1266,MACHINISTS AFL-CIO,1266,35974,,union_name_labels
IAMAW-D 190 LL 1414,MACHINISTS AFL-CIO,1414,30829,,union_name_labels
"IAMAW-D 190 Lodge 1546, 1101, 1173",MACHINISTS AFL-CIO,190,32741,,union_name_labels
IAMAW-D160-24-L2891301005,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-DL 725 LL 946,MACHINISTS AFL-CIO,946,44189,,union_name_labels
IAMAW-DL W24 LL W246,MACHINISTS AFL-CIO,246,531741,,union_name_labels
IAMAW-DL W24 LL W364,MACHINISTS AFL-CIO,364,531744,,union_name_labels
IAMAW-DL776/LL2427,MACHINISTS AFL-CIO,2427,67963,,union_name_labels
IAMAW-I-60,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-L 1546 D 190,MACHINISTS AFL-CIO,1546,32741,,union_name_labels
IAMAW-LL 447 D 15,MACHINISTS AFL-CIO,447,15451,,union_name_labels
IAMAW-LL 46 DL 60,MACHINISTS AFL-CIO,46,33851,,union_name_labels
IAMAW-LL W130 & W246,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-Lodge SC711,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-Lodge W130,MACHINISTS AFL-CIO,130,531708,,union_name_labels
IAMAW-Lodge W38,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-Lodge W536,MACHINISTS AFL-CIO,536,531735,,union_name_labels
IAMAW-S6,MACHINISTS AFL-CIO,6,519242,,union_name_labels
IAMAW-S7 Dist 4,MACHINISTS AFL-CIO,4,,,union_name_labels
IAMAW-W-261,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W1-W130-W246,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W1-W2,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W1-W539,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W12 of W24,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W2-W331,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W2-W354,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW-W2-W376,MACHINISTS AFL-CIO,,,,union_name_labels
IAMAW/AFL-CIO-DL W24 LL W261,MACHINISTS AFL-CIO,,544432,,union_name_labels
IAMAW/Cactus Lodge-2182/801,MACHINISTS AFL-CIO,2182,29572,,union_name_labels
IAMAW; District 837 837,MACHINISTS AFL-CIO,837,65716,,union_name_labels
IAMET&P-MA,MACHINISTS AFL-CIO,,,,union_name_labels
IAMSMWIBEW - 113 134 115,MACHINISTS AFL-CIO,113,16946,,union_name_labels
IAM_DSRT10 - 437,MACHINISTS AFL-CIO,437,16905,,union_name_labels
IATSE  B-66,STAGE AND PICTURE OPERATORS AFL-CIO,66,32648,,union_name_labels
IATSE (and)-115/321/412/60/835,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE (and)-333,STAGE AND PICTURE OPERATORS AFL-CIO,333,5528,,union_name_labels
IATSE (and)-500,STAGE AND PICTURE OPERATORS AFL-CIO,500,542636,,union_name_labels
IATSE - 15 AND 488,STAGE AND PICTURE OPERATORS AFL-CIO,15,53893,,union_name_labels
IATSE - 16 600,STAGE AND PICTURE OPERATORS AFL-CIO,600,22852,,union_name_labels
IATSE - 19--STATUS MAR 11,STAGE AND PICTURE OPERATORS AFL-CIO,19,43332,,union_name_labels
IATSE - 19--STATUS MAR 11TH,STAGE AND PICTURE OPERATORS AFL-CIO,19,43332,,union_name_labels
IATSE - 2 & 125,STAGE AND PICTURE OPERATORS AFL-CIO,125,504881,,union_name_labels
IATSE - 2 CHICAGO,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE - 33 706 816 876 700 705,STAGE AND PICTURE OPERATORS AFL-CIO,33,13250,,union_name_labels
IATSE - 364 APVT,STAGE AND PICTURE OPERATORS AFL-CIO,364,32925,,union_name_labels
IATSE - 488 887,STAGE AND PICTURE OPERATORS AFL-CIO,488,529978,,union_name_labels
IATSE - 600/780,STAGE AND PICTURE OPERATORS AFL-CIO,600,22852,,union_name_labels
IATSE - 631 500,STAGE AND PICTURE OPERATORS AFL-CIO,631,34398,,union_name_labels
IATSE - 632/642,STAGE AND PICTURE OPERATORS AFL-CIO,632,540751,,union_name_labels
IATSE - 829 UNITED SCENIC ARTISTS,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE - 99 DIST 5,STAGE AND PICTURE OPERATORS AFL-CIO,99,45314,,union_name_labels
IATSE - 99 DL 5,STAGE AND PICTURE OPERATORS AFL-CIO,99,45314,,union_name_labels
IATSE - MULTI (835),STAGE AND PICTURE OPERATORS AFL-CIO,835,541515,,union_name_labels
IATSE - SPECIAL DEPT,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE - United Scenic Artists Local USA829,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE -46 & 7,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
"IATSE 4, 306, 751, 764, 798",STAGE AND PICTURE OPERATORS AFL-CIO,306,12423,,union_name_labels
IATSE 6--,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE 787 Wardrobe Union,STAGE AND PICTURE OPERATORS AFL-CIO,787,47902,,union_name_labels
IATSE AFL-CIO-752,STAGE AND PICTURE OPERATORS AFL-CIO,752,18126,,union_name_labels
IATSE Local 10/12/25/42/66/87/200//285,"STEELWORKERS, AFL-CIO",12,6332,,union_name_labels
IATSE Local 191,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE Local 38,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE Local 5/10/12/15/17/28/42/66/67/69/78/85/87/98/99/112,STAGE AND PICTURE OPERATORS AFL-CIO,12,51581,,union_name_labels
IATSE Local 53,STAGE AND PICTURE OPERATORS AFL-CIO,53,22478,,union_name_labels
IATSE Local 6 Stagehands 6,STAGE AND PICTURE OPERATORS AFL-CIO,6,23975,,union_name_labels
IATSE Local 7 & 62,STAGE AND PICTURE OPERATORS AFL-CIO,62,33027,,union_name_labels
IATSE Local 731M 731,STAGE AND PICTURE OPERATORS AFL-CIO,731,511454,,union_name_labels
IATSE Local 780 780,STAGE AND PICTURE OPERATORS AFL-CIO,780,22280,,union_name_labels
IATSE Local 82 82,STAGE AND PICTURE OPERATORS AFL-CIO,82,5003,,union_name_labels
IATSE Local 833,STAGE AND PICTURE OPERATORS AFL-CIO,833,507547,,union_name_labels
IATSE MULTI-115 321 412 60 835,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE Multiple,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE Stagehands 6,STAGE AND PICTURE OPERATORS AFL-CIO,,,,union_name_labels
IATSE and-115,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE and-336,STAGE AND PICTURE OPERATORS AFL-CIO,336,60753,,union_name_labels
IATSE and-647,STAGE AND PICTURE OPERATORS AFL-CIO,647,531893,,union_name_labels
IATSE-115-AE938,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE-118 & 33,STAGE AND PICTURE OPERATORS AFL-CIO,33,13250,,union_name_labels
IATSE-13 219 490,STAGE AND PICTURE OPERATORS AFL-CIO,490,540209,,union_name_labels
IATSE-151-690,STAGE AND PICTURE OPERATORS AFL-CIO,690,40446,,union_name_labels
IATSE-161 479 600 798,STAGE AND PICTURE OPERATORS AFL-CIO,161,23959,,union_name_labels
IATSE-22 84 321 322-500,STAGE AND PICTURE OPERATORS AFL-CIO,22,50321,,union_name_labels
IATSE-29b,STAGE AND PICTURE OPERATORS AFL-CIO,29,542720,,union_name_labels
IATSE-306-751,STAGE AND PICTURE OPERATORS AFL-CIO,306,12423,,union_name_labels
"IATSE-33, 504, 614, 707",STAGE AND PICTURE OPERATORS AFL-CIO,33,13250,,union_name_labels
IATSE-336-720,STAGE AND PICTURE OPERATORS AFL-CIO,336,60753,,union_name_labels
IATSE-423 & 15,STAGE AND PICTURE OPERATORS AFL-CIO,423,28858,,union_name_labels
IATSE-46 836,STAGE AND PICTURE OPERATORS AFL-CIO,836,541645,,union_name_labels
IATSE-46-336,STAGE AND PICTURE OPERATORS AFL-CIO,336,60753,,union_name_labels
IATSE-60 115 321 412,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE-60 115 321 412 552 835,STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
"IATSE-60,115,321,412,500,558,835,836",STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
"IATSE-60,115,321,412,500,588,835",STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
"IATSE-60,115,321,412,558,647,835",STAGE AND PICTURE OPERATORS AFL-CIO,115,9674,,union_name_labels
IATSE-600-780,STAGE AND PICTURE OPERATORS AFL-CIO,780,22280,,union_name_labels
IATSE-67 85 & 690,STAGE AND PICTURE OPERATORS AFL-CIO,67,15305,,union_name_labels
IATSE-7-62,STAGE AND PICTURE OPERATORS AFL-CIO,62,33027,,union_name_labels
IATSE-80 728,STAGE AND PICTURE OPERATORS AFL-CIO,80,6114,,union_name_labels
IATSE-838-336,STAGE AND PICTURE OPERATORS AFL-CIO,336,60753,,union_name_labels
IATSE-MPSM 52,STAGE AND PICTURE OPERATORS AFL-CIO,52,29299,,union_name_labels
IATSE-Multi 60 115 321 412 835,STAGE AND PICTURE OPERATORS AFL-CIO,412,21813,,union_name_labels
