text,union_name,f_num,desig_num,count
USW-8130-3,"STEELWORKERS, AFL-CIO",70793,8130,1
USW-8139,"STEELWORKERS, AFL-CIO",70584,8139,1
USW-814,"STEELWORKERS, AFL-CIO",509059,814,1
USW-81408,"STEELWORKERS, AFL-CIO",,0,1
USW-8147,"STEELWORKERS, AFL-CIO",70706,8147,1
USW-81488,"STEELWORKERS, AFL-CIO",50110,1488,1
USW-816,"STEELWORKERS, AFL-CIO",,816,1
USW-8166-28,"STEELWORKERS, AFL-CIO",70779,8166,1
USW-8166-29,"STEELWORKERS, AFL-CIO",70779,8166,1
USW-8166-30,"STEELWORKERS, AFL-CIO",70779,8166,1
USW-816648,"STEELWORKERS, AFL-CIO",,0,1
USW-81692,"STEELWORKERS, AFL-CIO",26764,1692,1
USW-8183 15,"STEELWORKERS, AFL-CIO",70900,8183,1
USW-8183-08,"STEELWORKERS, AFL-CIO",70900,8183,1
USW-8183-11,"STEELWORKERS, AFL-CIO",70900,8183,1
USW-8183-30,"STEELWORKERS, AFL-CIO",70900,8183,1
USW-818310,"STEELWORKERS, AFL-CIO",,0,1
USW-818311,"STEELWORKERS, AFL-CIO",,0,1
USW-818328,"STEELWORKERS, AFL-CIO",,0,1
USW-8188,"STEELWORKERS, AFL-CIO",70881,8188,1
USW-819-03,"STEELWORKERS, AFL-CIO",19248,819,1
USW-81941,"STEELWORKERS, AFL-CIO",64458,1941,1
USW-820L,"STEELWORKERS, AFL-CIO",65008,820,1
USW-8225,"STEELWORKERS, AFL-CIO",20074,225,1
USW-8228 District 4,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-62,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-63,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-69,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-71 District 4,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-84,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-8228-87 Dist 4,"STEELWORKERS, AFL-CIO",71222,8228,1
USW-822805,"STEELWORKERS, AFL-CIO",,0,1
USW-822817,"STEELWORKERS, AFL-CIO",,0,1
USW-822827,"STEELWORKERS, AFL-CIO",,0,1
USW-822828,"STEELWORKERS, AFL-CIO",,0,1
USW-822834,"STEELWORKERS, AFL-CIO",,0,1
USW-822837,"STEELWORKERS, AFL-CIO",,0,1
USW-822839,"STEELWORKERS, AFL-CIO",,0,1
USW-822841,"STEELWORKERS, AFL-CIO",,0,1
USW-822854,"STEELWORKERS, AFL-CIO",,0,1
USW-822864,"STEELWORKERS, AFL-CIO",29320,2864,1
USW-822865,"STEELWORKERS, AFL-CIO",,0,1
USW-822872,"STEELWORKERS, AFL-CIO",,0,1
USW-822875,"STEELWORKERS, AFL-CIO",,0,1
USW-822879,"STEELWORKERS, AFL-CIO",,0,1
USW-822883,"STEELWORKERS, AFL-CIO",,0,1
USW-822886,"STEELWORKERS, AFL-CIO",,0,1
USW-8248-8249-876,"STEELWORKERS, AFL-CIO",68582,8248,1
USW-8249-02,"STEELWORKERS, AFL-CIO",19530,8249,1
USW-8249-63,"STEELWORKERS, AFL-CIO",19530,8249,1
USW-8249-63/65,"STEELWORKERS, AFL-CIO",19530,8249,1
USW-8249-65,"STEELWORKERS, AFL-CIO",19530,8249,1
USW-824916,"STEELWORKERS, AFL-CIO",,0,1
USW-824959,"STEELWORKERS, AFL-CIO",543351,4959,1
USW-824962,"STEELWORKERS, AFL-CIO",,0,1
USW-824966,"STEELWORKERS, AFL-CIO",,0,1
USW-824969,"STEELWORKERS, AFL-CIO",,0,1
USW-8285,"STEELWORKERS, AFL-CIO",514351,8285,1
USW-8293-1,"STEELWORKERS, AFL-CIO",504947,8293,1
USW-832,"STEELWORKERS, AFL-CIO",60388,832,1
USW-8363,"STEELWORKERS, AFL-CIO",505493,8363,1
USW-837-01 Dist 7 Council 2,"STEELWORKERS, AFL-CIO",38368,837,1
USW-837-03,"STEELWORKERS, AFL-CIO",38368,837,1
USW-837-2104,"STEELWORKERS, AFL-CIO",38368,837,1
USW-839,"STEELWORKERS, AFL-CIO",,0,1
USW-8390,"STEELWORKERS, AFL-CIO",506254,8390,1
USW-83901,"STEELWORKERS, AFL-CIO",,0,1
USW-8394,"STEELWORKERS, AFL-CIO",506920,8394,1
USW-839403,"STEELWORKERS, AFL-CIO",,0,1
USW-845,"STEELWORKERS, AFL-CIO",67344,845,1
USW-8461,"STEELWORKERS, AFL-CIO",507566,8461,1
USW-849801,"STEELWORKERS, AFL-CIO",,0,1
USW-8523,"STEELWORKERS, AFL-CIO",,0,1
USW-8532,"STEELWORKERS, AFL-CIO",,0,1
USW-85458713,"STEELWORKERS, AFL-CIO",,0,1
"USW-8566 , 8938","STEELWORKERS, AFL-CIO",509512,8566,1
USW-8567 08,"STEELWORKERS, AFL-CIO",509905,8567,1
USW-8567-01,"STEELWORKERS, AFL-CIO",509905,8567,1
USW-8567-05,"STEELWORKERS, AFL-CIO",509905,8567,1
USW-856702,"STEELWORKERS, AFL-CIO",,0,1
USW-856710,"STEELWORKERS, AFL-CIO",,0,1
USW-856712,"STEELWORKERS, AFL-CIO",,0,1
USW-856713,"STEELWORKERS, AFL-CIO",,0,1
USW-8573-01,"STEELWORKERS, AFL-CIO",509589,8573,1
USW-85811,"STEELWORKERS, AFL-CIO",,0,1
USW-858604,"STEELWORKERS, AFL-CIO",,0,1
USW-8588,"STEELWORKERS, AFL-CIO",69371,588,1
USW-859,"STEELWORKERS, AFL-CIO",,0,1
USW-8672,"STEELWORKERS, AFL-CIO",511434,8672,1
USW-8675,"STEELWORKERS, AFL-CIO",,0,1
USW-8676B,"STEELWORKERS, AFL-CIO",34293,676,1
USW-8677,"STEELWORKERS, AFL-CIO",512007,8677,1
USW-8678,"STEELWORKERS, AFL-CIO",511718,8678,1
USW-8694,"STEELWORKERS, AFL-CIO",68138,694,1
USW-871L,"STEELWORKERS, AFL-CIO",67573,871,1
USW-875,"STEELWORKERS, AFL-CIO",,0,1
USW-876-01,"STEELWORKERS, AFL-CIO",41974,876,1
USW-876-03,"STEELWORKERS, AFL-CIO",41974,876,1
USW-8767,"STEELWORKERS, AFL-CIO",512482,8767,1
USW-8772,"STEELWORKERS, AFL-CIO",512567,8772,1
USW-878,"STEELWORKERS, AFL-CIO",67166,878,1
USW-879,"STEELWORKERS, AFL-CIO",68967,879,1
USW-881,"STEELWORKERS, AFL-CIO",69002,881,1
USW-8817,"STEELWORKERS, AFL-CIO",,0,1
USW-8823 (01),"STEELWORKERS, AFL-CIO",512887,8823,1
USW-8823-01,"STEELWORKERS, AFL-CIO",512887,8823,1
USW-882301,"STEELWORKERS, AFL-CIO",,0,1
USW-882305,"STEELWORKERS, AFL-CIO",,0,1
USW-8844,"STEELWORKERS, AFL-CIO",512910,8844,1
USW-885,"STEELWORKERS, AFL-CIO",24456,885,1
USW-8851,"STEELWORKERS, AFL-CIO",512947,8851,1
USW-8851-02,"STEELWORKERS, AFL-CIO",512947,8851,1
USW-88514,"STEELWORKERS, AFL-CIO",,0,1
USW-8854,"STEELWORKERS, AFL-CIO",,0,1
USW-8855,"STEELWORKERS, AFL-CIO",512907,8855,1
USW-88602,"STEELWORKERS, AFL-CIO",19280,602,1
USW-888 and 941,"STEELWORKERS, AFL-CIO",25675,888,1
USW-889,"STEELWORKERS, AFL-CIO",69998,889,1
USW-890L02,"STEELWORKERS, AFL-CIO",,0,1
USW-890L04,"STEELWORKERS, AFL-CIO",,0,1
USW-892,"STEELWORKERS, AFL-CIO",67572,892,1
USW-893504,"STEELWORKERS, AFL-CIO",,0,1
USW-8936-4,"STEELWORKERS, AFL-CIO",514633,8936,1
USW-893604,"STEELWORKERS, AFL-CIO",,0,1
USW-8938(02),"STEELWORKERS, AFL-CIO",514634,8938,1
USW-8938(3),"STEELWORKERS, AFL-CIO",514634,8938,1
USW-8957 D 12,"STEELWORKERS, AFL-CIO",514946,8957,1
USW-8972-08,"STEELWORKERS, AFL-CIO",515456,8972,1
USW-897205,"STEELWORKERS, AFL-CIO",,0,1
USW-899-9790,"STEELWORKERS, AFL-CIO",,0,1
USW-899.01,"STEELWORKERS, AFL-CIO",,0,1
USW-9-00033-01,"STEELWORKERS, AFL-CIO",544361,33,1
USW-9-00080,"STEELWORKERS, AFL-CIO",13295,80,1
USW-9-00193-02,"STEELWORKERS, AFL-CIO",68493,193,1
USW-9-00193-03,"STEELWORKERS, AFL-CIO",68493,193,1
USW-9-00212,"STEELWORKERS, AFL-CIO",67681,212,1
USW-9-00237,"STEELWORKERS, AFL-CIO",50725,237,1
USW-9-00265,"STEELWORKERS, AFL-CIO",41851,265,1
USW-9-00265-02,"STEELWORKERS, AFL-CIO",41851,265,1
USW-9-00267,"STEELWORKERS, AFL-CIO",542705,267,1
USW-9-00333,"STEELWORKERS, AFL-CIO",544705,333,1
USW-9-00447,"STEELWORKERS, AFL-CIO",,0,1
USW-9-00516,"STEELWORKERS, AFL-CIO",513397,516,1
USW-9-00518,"STEELWORKERS, AFL-CIO",517633,518,1
USW-9-00531,"STEELWORKERS, AFL-CIO",516299,531,1
USW-9-00592,"STEELWORKERS, AFL-CIO",541695,592,1
USW-9-00593,"STEELWORKERS, AFL-CIO",51362,593,1
USW-9-00771,"STEELWORKERS, AFL-CIO",71207,771,1
USW-9-00784,"STEELWORKERS, AFL-CIO",541376,784,1
USW-9-00834,"STEELWORKERS, AFL-CIO",17150,834,1
USW-9-00984,"STEELWORKERS, AFL-CIO",,0,1
USW-9-01418,"STEELWORKERS, AFL-CIO",507542,1418,1
USW-9-01755,"STEELWORKERS, AFL-CIO",61647,1755,1
USW-9-0267,"STEELWORKERS, AFL-CIO",542705,267,1
USW-9-0392,"STEELWORKERS, AFL-CIO",517459,392,1
USW-9-0428,"STEELWORKERS, AFL-CIO",514285,428,1
USW-9-0458,"STEELWORKERS, AFL-CIO",64280,458,1
USW-9-0537.2,"STEELWORKERS, AFL-CIO",508722,537,1
USW-9-0631-01,"STEELWORKERS, AFL-CIO",,0,1
USW-9-0795-02,"STEELWORKERS, AFL-CIO",543161,795,1
USW-9-09326,"STEELWORKERS, AFL-CIO",540387,9326,1
USW-9-1274,"STEELWORKERS, AFL-CIO",38005,1274,1
USW-9-1411,"STEELWORKERS, AFL-CIO",67838,1411,1
USW-9-1411-01,"STEELWORKERS, AFL-CIO",67838,1411,1
USW-9-1755,"STEELWORKERS, AFL-CIO",61647,1755,1
USW-9-1821,"STEELWORKERS, AFL-CIO",58977,1821,1
USW-9-1870,"STEELWORKERS, AFL-CIO",67428,1870,1
USW-9-265,"STEELWORKERS, AFL-CIO",41851,265,1
USW-9-562,"STEELWORKERS, AFL-CIO",35067,562,1
USW-9-618 & 1080,"STEELWORKERS, AFL-CIO",70943,1080,1
USW-9-631,"STEELWORKERS, AFL-CIO",,0,1
USW-9-631-1,"STEELWORKERS, AFL-CIO",,0,1
USW-9-675,"STEELWORKERS, AFL-CIO",39552,675,1
USW-9-950-01,"STEELWORKERS, AFL-CIO",18483,950,1
USW-9/537/2,"STEELWORKERS, AFL-CIO",508722,537,1
USW-900030-1717,"STEELWORKERS, AFL-CIO",2968,1717,1
USW-90003002,"STEELWORKERS, AFL-CIO",,0,1
USW-900193,"STEELWORKERS, AFL-CIO",,0,1
USW-900212,"STEELWORKERS, AFL-CIO",67681,212,1
USW-900237,"STEELWORKERS, AFL-CIO",,237,1
USW-90026501,"STEELWORKERS, AFL-CIO",,0,1
USW-90026502,"STEELWORKERS, AFL-CIO",,0,1
USW-90035701,"STEELWORKERS, AFL-CIO",,0,1
USW-900530,"STEELWORKERS, AFL-CIO",,0,1
USW-900542,"STEELWORKERS, AFL-CIO",,0,1
USW-900546,"STEELWORKERS, AFL-CIO",64668,546,1
USW-900547,"STEELWORKERS, AFL-CIO",,547,1
USW-90056202,"STEELWORKERS, AFL-CIO",,0,1
USW-90063101,"STEELWORKERS, AFL-CIO",,0,1
USW-90063103,"STEELWORKERS, AFL-CIO",,0,1
USW-900632,"STEELWORKERS, AFL-CIO",,0,1
USW-900675,"STEELWORKERS, AFL-CIO",,0,1
USW-900771,"STEELWORKERS, AFL-CIO",,0,1
USW-900784,"STEELWORKERS, AFL-CIO",,0,1
USW-90079501,"STEELWORKERS, AFL-CIO",,0,1
USW-90079502,"STEELWORKERS, AFL-CIO",,0,1
USW-900802,"STEELWORKERS, AFL-CIO",59900,802,1
USW-900987,"STEELWORKERS, AFL-CIO",,0,1
USW-901 District 10,"STEELWORKERS, AFL-CIO",70713,901,1
USW-9014-04 D 11,"STEELWORKERS, AFL-CIO",513623,9014,1
USW-9014-15,"STEELWORKERS, AFL-CIO",513623,9014,1
USW-9014-6,"STEELWORKERS, AFL-CIO",513623,9014,1
USW-901407,"STEELWORKERS, AFL-CIO",8596,1407,1
USW-901514,"STEELWORKERS, AFL-CIO",510142,1514,1
USW-9016,"STEELWORKERS, AFL-CIO",513757,9016,1
USW-901B,"STEELWORKERS, AFL-CIO",49459,901,1
USW-9036,"STEELWORKERS, AFL-CIO",514709,9036,1
USW-904,"STEELWORKERS, AFL-CIO",,904,1
USW-9040-1,"STEELWORKERS, AFL-CIO",513885,9040,1
USW-9041,"STEELWORKERS, AFL-CIO",513887,9041,1
USW-90527,"STEELWORKERS, AFL-CIO",516813,527,1
USW-905602,"STEELWORKERS, AFL-CIO",,0,1
USW-905L,"STEELWORKERS, AFL-CIO",69060,905,1
USW-906,"STEELWORKERS, AFL-CIO",512999,906,1
USW-90613,"STEELWORKERS, AFL-CIO",,613,1
USW-91,"STEELWORKERS, AFL-CIO",,0,1
USW-91197,"STEELWORKERS, AFL-CIO",68193,1197,1
USW-912,"STEELWORKERS, AFL-CIO",71283,912,1
USW-912-1,"STEELWORKERS, AFL-CIO",71283,912,1
USW-9130-11,"STEELWORKERS, AFL-CIO",516792,9130,1
USW-913016,"STEELWORKERS, AFL-CIO",,0,1
USW-91302,"STEELWORKERS, AFL-CIO",8931,1302,1
USW-91304,"STEELWORKERS, AFL-CIO",30657,1304,1
USW-91411,"STEELWORKERS, AFL-CIO",67838,1411,1
USW-91481,"STEELWORKERS, AFL-CIO",510095,1481,1
USW-915,"STEELWORKERS, AFL-CIO",42551,915,1
USW-916016,"STEELWORKERS, AFL-CIO",,0,1
USW-9170,"STEELWORKERS, AFL-CIO",517210,9170,1
USW-9170 (02),"STEELWORKERS, AFL-CIO",517210,9170,1
USW-9170 01,"STEELWORKERS, AFL-CIO",517210,9170,1
USW-9170 03,"STEELWORKERS, AFL-CIO",517210,9170,1
USW-9170-01,"STEELWORKERS, AFL-CIO",517210,9170,1
USW-917002,"STEELWORKERS, AFL-CIO",,0,1
USW-917661,"STEELWORKERS, AFL-CIO",,0,1
USW-9189-10 District 7,"STEELWORKERS, AFL-CIO",517356,9189,1
USW-9189-17 Dist 7 Sub Dist 2,"STEELWORKERS, AFL-CIO",517356,9189,1
USW-9189-25,"STEELWORKERS, AFL-CIO",517356,9189,1
USW-919,"STEELWORKERS, AFL-CIO",35832,919,1
USW-91924-90925,"STEELWORKERS, AFL-CIO",54896,1924,1
USW-9201,"STEELWORKERS, AFL-CIO",517731,9201,1
USW-9201-05,"STEELWORKERS, AFL-CIO",517731,9201,1
USW-920101,"STEELWORKERS, AFL-CIO",36874,101,1
USW-920102,"STEELWORKERS, AFL-CIO",16137,102,1
USW-92013,"STEELWORKERS, AFL-CIO",,13,1
USW-9214,"STEELWORKERS, AFL-CIO",,214,1
USW-9229,"STEELWORKERS, AFL-CIO",,29,1
USW-923001,"STEELWORKERS, AFL-CIO",,0,1
USW-9231,"STEELWORKERS, AFL-CIO",528522,9231,1
USW-9231-01,"STEELWORKERS, AFL-CIO",528522,9231,1
USW-924105,"STEELWORKERS, AFL-CIO",,0,1
USW-924108,"STEELWORKERS, AFL-CIO",17365,4108,1
USW-924110,"STEELWORKERS, AFL-CIO",,0,1
USW-924111,"STEELWORKERS, AFL-CIO",,0,1
USW-925/1924,"STEELWORKERS, AFL-CIO",54522,925,1
USW-9285,"STEELWORKERS, AFL-CIO",530270,9285,1
USW-9288,"STEELWORKERS, AFL-CIO",24243,288,1
USW-9292,"STEELWORKERS, AFL-CIO",533843,9292,1
USW-929201,"STEELWORKERS, AFL-CIO",517731,9201,1
USW-93005-05,"STEELWORKERS, AFL-CIO",,0,1
USW-9305-05,"STEELWORKERS, AFL-CIO",528381,9305,1
USW-930503,"STEELWORKERS, AFL-CIO",,0,1
USW-930504,"STEELWORKERS, AFL-CIO",,0,1
USW-9306,"STEELWORKERS, AFL-CIO",528386,9306,1
USW-931,"STEELWORKERS, AFL-CIO",507136,931,1
USW-933301,"STEELWORKERS, AFL-CIO",,0,1
USW-933302,"STEELWORKERS, AFL-CIO",,0,1
USW-9335,"STEELWORKERS, AFL-CIO",543640,9335,1
USW-9336,"STEELWORKERS, AFL-CIO",529234,9336,1
USW-9349-10,"STEELWORKERS, AFL-CIO",537080,9349,1
USW-9349-20,"STEELWORKERS, AFL-CIO",537080,9349,1
USW-934902,"STEELWORKERS, AFL-CIO",,0,1
USW-934913,"STEELWORKERS, AFL-CIO",,0,1
USW-934915,"STEELWORKERS, AFL-CIO",,0,1
USW-934919,"STEELWORKERS, AFL-CIO",,0,1
USW-935-936,"STEELWORKERS, AFL-CIO",48165,935,1
USW-9354,"STEELWORKERS, AFL-CIO",540246,9354,1
USW-936,"STEELWORKERS, AFL-CIO",,6,1
USW-936-L-1,"STEELWORKERS, AFL-CIO",,6,1
USW-9367,"STEELWORKERS, AFL-CIO",537340,9367,1
USW-936L-01,"STEELWORKERS, AFL-CIO",69114,936,1
USW-937,"STEELWORKERS, AFL-CIO",,0,1
USW-9386,"STEELWORKERS, AFL-CIO",540910,9386,1
USW-9410,"STEELWORKERS, AFL-CIO",545104,9410,1
USW-9411-01 Dist 4,"STEELWORKERS, AFL-CIO",540904,9411,1
USW-9411-05,"STEELWORKERS, AFL-CIO",540904,9411,1
USW-941100,"STEELWORKERS, AFL-CIO",,0,1
USW-941101,"STEELWORKERS, AFL-CIO",,1101,1
USW-941104,"STEELWORKERS, AFL-CIO",12346,1104,1
USW-941105,"STEELWORKERS, AFL-CIO",,0,1
USW-9424 (03),"STEELWORKERS, AFL-CIO",541088,9424,1
USW-9429,"STEELWORKERS, AFL-CIO",541778,9429,1
USW-943400-02,"STEELWORKERS, AFL-CIO",,0,1
USW-943604,"STEELWORKERS, AFL-CIO",,0,1
USW-944 (01),"STEELWORKERS, AFL-CIO",540175,944,1
USW-9443,"STEELWORKERS, AFL-CIO",541939,9443,1
USW-9443-00,"STEELWORKERS, AFL-CIO",541939,9443,1
USW-9443-08,"STEELWORKERS, AFL-CIO",541939,9443,1
USW-944300,"STEELWORKERS, AFL-CIO",,0,1
USW-944301,"STEELWORKERS, AFL-CIO",,0,1
USW-944305,"STEELWORKERS, AFL-CIO",,0,1
USW-9445,"STEELWORKERS, AFL-CIO",541817,9445,1
USW-9445-08,"STEELWORKERS, AFL-CIO",541817,9445,1
USW-9445-13,"STEELWORKERS, AFL-CIO",541817,9445,1
USW-9445-14,"STEELWORKERS, AFL-CIO",541817,9445,1
USW-9445-21,"STEELWORKERS, AFL-CIO",541817,9445,1
USW-944502,"STEELWORKERS, AFL-CIO",,0,1
USW-944507,"STEELWORKERS, AFL-CIO",,0,1
USW-944515,"STEELWORKERS, AFL-CIO",,0,1
USW-944517,"STEELWORKERS, AFL-CIO",,0,1
USW-9447-01,"STEELWORKERS, AFL-CIO",541544,9447,1
USW-9447-10,"STEELWORKERS, AFL-CIO",541544,9447,1
USW-944702,"STEELWORKERS, AFL-CIO",,0,1
USW-944708,"STEELWORKERS, AFL-CIO",11543,4708,1
USW-944709,"STEELWORKERS, AFL-CIO",,0,1
USW-9454,"STEELWORKERS, AFL-CIO",542184,9454,1
USW-9460-06,"STEELWORKERS, AFL-CIO",542243,9460,1
USW-9460-946,"STEELWORKERS, AFL-CIO",542243,9460,1
USW-946008,"STEELWORKERS, AFL-CIO",,0,1
USW-946009,"STEELWORKERS, AFL-CIO",,0,1
USW-946013,"STEELWORKERS, AFL-CIO",,0,1
USW-946301,"STEELWORKERS, AFL-CIO",,0,1
USW-9465,"STEELWORKERS, AFL-CIO",542248,9465,1
USW-9477,"STEELWORKERS, AFL-CIO",,0,1
USW-947703,"STEELWORKERS, AFL-CIO",542947,7703,1
USW-947715,"STEELWORKERS, AFL-CIO",,0,1
USW-947724,"STEELWORKERS, AFL-CIO",,0,1
USW-9491,"STEELWORKERS, AFL-CIO",542740,9491,1
USW-9494,"STEELWORKERS, AFL-CIO",543442,9494,1
USW-9496,"STEELWORKERS, AFL-CIO",542996,9496,1
USW-9501,"STEELWORKERS, AFL-CIO",,0,1
USW-9517,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9517-01,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9517-02,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9517-03,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9517-09,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9517-10,"STEELWORKERS, AFL-CIO",545433,9517,1
USW-9523,"STEELWORKERS, AFL-CIO",543836,9523,1
USW-9525,"STEELWORKERS, AFL-CIO",543778,9525,1
USW-9526,"STEELWORKERS, AFL-CIO",543925,9526,1
USW-9531,"STEELWORKERS, AFL-CIO",544475,9531,1
USW-9532,"STEELWORKERS, AFL-CIO",543876,9532,1
USW-9536,"STEELWORKERS, AFL-CIO",545305,9536,1
USW-959-01,"STEELWORKERS, AFL-CIO",,0,1
USW-960L,"STEELWORKERS, AFL-CIO",70170,960,1
USW-961,"STEELWORKERS, AFL-CIO",12186,961,1
USW-9618-1080,"STEELWORKERS, AFL-CIO",70943,1080,1
USW-965,"STEELWORKERS, AFL-CIO",35833,965,1
USW-966,"STEELWORKERS, AFL-CIO",,66,1
USW-9663,"STEELWORKERS, AFL-CIO",504714,663,1
USW-968,"STEELWORKERS, AFL-CIO",52142,968,1
USW-971/1471/1972,"STEELWORKERS, AFL-CIO",64489,971,1
USW-9733,"STEELWORKERS, AFL-CIO",519290,733,1
USW-975L,"STEELWORKERS, AFL-CIO",505034,975,1
USW-9777-18,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-19,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-35,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-51,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-61,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-66,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-86,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-89,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-9777-90,"STEELWORKERS, AFL-CIO",541687,9777,1
USW-977701,"STEELWORKERS, AFL-CIO",538125,7701,1
USW-977714,"STEELWORKERS, AFL-CIO",,0,1
USW-977719,"STEELWORKERS, AFL-CIO",,0,1
USW-977720,"STEELWORKERS, AFL-CIO",67624,7720,1
USW-977721,"STEELWORKERS, AFL-CIO",,0,1
USW-977724,"STEELWORKERS, AFL-CIO",,0,1
USW-977725,"STEELWORKERS, AFL-CIO",,0,1
USW-977727,"STEELWORKERS, AFL-CIO",,0,1
USW-977729,"STEELWORKERS, AFL-CIO",,0,1
USW-977730,"STEELWORKERS, AFL-CIO",,0,1
USW-977736,"STEELWORKERS, AFL-CIO",,0,1
USW-977743,"STEELWORKERS, AFL-CIO",,0,1
USW-977745,"STEELWORKERS, AFL-CIO",,0,1
USW-977746,"STEELWORKERS, AFL-CIO",,0,1
USW-977748,"STEELWORKERS, AFL-CIO",,0,1
USW-977752,"STEELWORKERS, AFL-CIO",68014,7752,1
USW-977758,"STEELWORKERS, AFL-CIO",,0,1
USW-977759,"STEELWORKERS, AFL-CIO",,0,1
USW-977760,"STEELWORKERS, AFL-CIO",,0,1
USW-977761,"STEELWORKERS, AFL-CIO",,0,1
USW-977764,"STEELWORKERS, AFL-CIO",,0,1
USW-977769,"STEELWORKERS, AFL-CIO",,0,1
USW-977772,"STEELWORKERS, AFL-CIO",68049,7772,1
USW-977773,"STEELWORKERS, AFL-CIO",70996,7773,1
USW-977774,"STEELWORKERS, AFL-CIO",,0,1
USW-977775,"STEELWORKERS, AFL-CIO",,0,1
USW-977777,"STEELWORKERS, AFL-CIO",,0,1
USW-977778,"STEELWORKERS, AFL-CIO",,0,1
USW-977781,"STEELWORKERS, AFL-CIO",,0,1
USW-9784,"STEELWORKERS, AFL-CIO",66565,84,1
USW-9789,"STEELWORKERS, AFL-CIO",,0,1
USW-979-4,"STEELWORKERS, AFL-CIO",,979,1
USW-982L-1,"STEELWORKERS, AFL-CIO",504800,982,1
USW-982L01,"STEELWORKERS, AFL-CIO",504800,982,1
USW-983-1803,"STEELWORKERS, AFL-CIO",56946,983,1
USW-985,"STEELWORKERS, AFL-CIO",,0,1
USW-985L,"STEELWORKERS, AFL-CIO",505027,985,1
USW-990-1,"STEELWORKERS, AFL-CIO",,0,1
USW-9923 / 9-978,"STEELWORKERS, AFL-CIO",544450,9923,1
USW-995-01,"STEELWORKERS, AFL-CIO",,995,1
USW-9965,"STEELWORKERS, AFL-CIO",35833,965,1
USW-998L,"STEELWORKERS, AFL-CIO",515541,998,1
USW-Cleveland,"STEELWORKERS, AFL-CIO",,0,1
USW-D 12,"STEELWORKERS, AFL-CIO",,0,1
USW-D 4,"STEELWORKERS, AFL-CIO",,4,1
USW-D 8 L 1-07,"STEELWORKERS, AFL-CIO",18001,8,1
USW-D1-C2,"STEELWORKERS, AFL-CIO",,0,1
USW-D12 1103,"STEELWORKERS, AFL-CIO",529026,1103,1
USW-D134102,"STEELWORKERS, AFL-CIO",,0,1
USW-Dist 4,"STEELWORKERS, AFL-CIO",,4,1
USW-District 2,"STEELWORKERS, AFL-CIO",,2,1
"USW-District 2, 502","STEELWORKERS, AFL-CIO",69863,502,1
USW-District 7,"STEELWORKERS, AFL-CIO",,7,1
USW-District 7 Sub District 2,"STEELWORKERS, AFL-CIO",,7,1
USW-FL,"STEELWORKERS, AFL-CIO",,0,1
USW-GA,"STEELWORKERS, AFL-CIO",,0,1
USW-HCWC,"STEELWORKERS, AFL-CIO",,0,1
USW-MO,"STEELWORKERS, AFL-CIO",,0,1
USW-Main Group   13-423,"STEELWORKERS, AFL-CIO",22524,423,1
USW-NJ,"STEELWORKERS, AFL-CIO",,0,1
USW-NM,"STEELWORKERS, AFL-CIO",,0,1
USW-NY,"STEELWORKERS, AFL-CIO",,0,1
"USW-Santa ""Rosa Unit","STEELWORKERS, AFL-CIO",,0,1
USW-Sub Dist 2,"STEELWORKERS, AFL-CIO",,2,1
USW-TN,"STEELWORKERS, AFL-CIO",,0,1
USW-VA,"STEELWORKERS, AFL-CIO",,0,1
USW-WA,"STEELWORKERS, AFL-CIO",,0,1
USW-q09477-06,"STEELWORKERS, AFL-CIO",,6,1
USW/AFL-CIO-CLC-681,"STEELWORKERS, AFL-CIO",35393,681,1
USW/IUJAT-2,"STEELWORKERS, AFL-CIO",,2,1
USW/IUJAT-947,"STEELWORKERS, AFL-CIO",,0,1
USW/USPFRMEAISWIU-155,"STEELWORKERS, AFL-CIO",,0,1
USw- D 1 662,"STEELWORKERS, AFL-CIO",12486,662,1
USw-12-990,"STEELWORKERS, AFL-CIO",56821,990,1
Usw-1-711,"STEELWORKERS, AFL-CIO",57066,711,1
WCEU-USW 407,"STEELWORKERS, AFL-CIO",39727,407,1
usw-1188,"STEELWORKERS, AFL-CIO",33279,1188,1
usw-2-100,"STEELWORKERS, AFL-CIO",,100,1
BCTGM  31,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
